description,location,start_time,name,start_order,result_order,nat,shooting,total,total_time
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,FINLAND,66,13,FIN,0+4 0+6,0+10,1:18:39.0
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,HIIDENSALO Olli,65,66,FIN,0+2+1+2,5,55:00.4
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,KAZAKEVICH Irina,65,65,RUS,1+1+1+3,6,49:10.7
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,FOMIN Maksim,95,14,LTU,0+1 0+0,0+1,1:19:54.0
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,MACHYNIAKOVA Veronika,95,15,SVK,0+2 0+2,0+4,1:07:52.1
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,HARJULA Tuomas,47,16,FIN,0+1 0+1,0+2,18:46.2
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,MISE Edgars,105,18,LAT,0+1 0+2,0+3,17:35.3
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,VACLAVIK Adam,55,80,CZE,3+1,4,25:37.6
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,KOCERGINA Natalja,86,79,LTU,1+1,2,21:18.6
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,LANGER Thierry,27,84,BEL,0+2,2,24:51.3
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,INNERHOFER Katharina,65,86,AUT,2+3,5,20:55.3
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,SCHOMMER Paul,99,95,USA,2+1,3,26:07.4
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,POLAND,106,22,POL,4+9 0+6,4+15,42:22.9
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,PUSKARCIKOVA Eva,41,94,CZE,2+1,3,21:51.9
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,MAKA Anna,64,15,POL,0+2 2+3,2+5,53:45.2
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T12:30:00Z,FILLON MAILLET Quentin,22,30,FRA,1+2,3,25:29.8
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T10:30:00Z,HERRMANN Denise,27,32,GER,1+2,3,21:33.5
Men 12.5km Pursuit,Arena am Rennsteig,2021-01-09T13:45:00Z,CLAUDE Florent,42,53,BEL,1+1+0+2,4,41:08.9
Women 4x6km Relay,Biathlon Stadium Hochfilzen,2020-12-12T10:45:00Z,SEMERENKO Valentina,24,7,UKR,0+2 0+3,0+5,52:21.6
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,GOREEVA Anastasiia,25,44,RUS,2+0+1+2,5,31:54.4
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T13:20:00Z,NELIN Jesper,14,33,SWE,1+1,2,25:16.8
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,DESTHIEUX Simon,43,36,FRA,1+0+1+2,4,36:35.7
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,HAMMERSCHMIDT Maren,33,38,GER,2+0+0+1,3,32:22.5
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,BIONAZ Didier,73,40,ITA,1+1,2,25:08.0
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,GASPARIN Elisa,94,41,SUI,1+1,2,21:20.0
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,VARABEI Maksim,33,43,BLR,1+0+1+2,4,34:51.7
Women 10km Pursuit,Arena am Rennsteig,2021-01-09T11:45:00Z,LARDSCHNEIDER Irene,45,51,ITA,0+1+2+2,5,38:31.0
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,LUNDER Emma,31,48,CAN,1+1,2,26:24.1
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,NEDZA-KUBINIEC Andrzej,85,49,POL,0+0,0,27:26.8
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,NORDGREN Leif,34,56,USA,1+0,1,27:09.0
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,LEITNER Felix,40,11,AUT,0+1 0+0,0+1,1:10:41.3
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,SCHOMMER Paul,79,12,USA,0+2 0+1,0+3,1:04:47.3
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,OJA Regina,66,58,EST,0+1,1,24:44.3
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,MINKKINEN Suvi,67,13,FIN,0+1 0+0,0+1,18:36.5
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,GOW Scott,11,67,CAN,0+1+1+3,5,55:05.0
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,GASPARIN Aita,36,66,SUI,3+1+1+0,5,49:24.8
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,SWEDEN,6,15,SWE,1+6 2+10,3+16,1:20:07.1
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,JAPAN,81,16,JPN,0+4 1+11,1+15,1:08:02.7
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,SEPPALA Tero,48,16,FIN,0+2 0+3,0+5,37:51.4
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,POLAND,81,19,POL,0+3 0+1,0+4,36:06.7
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,LEMMERER Harald,60,81,AUT,1+2,3,25:38.6
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,BEAUDRY Sarah,77,80,CAN,1+2,3,21:18.7
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,STROLIA Vytautas,40,85,LTU,2+2,4,24:52.0
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,SANFILIPPO Federica,54,87,ITA,2+2,4,20:56.9
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,SIIMER Kristo,78,96,EST,3+1,4,26:13.6
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,MAKA Anna,107,22,POL,0+0 0+2,0+2,9:30.8
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,REMENOVA Maria,83,95,SVK,3+0,3,21:54.3
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,JAKIELA Joanna,65,15,POL,1+3 0+3,1+6,1:12:40.9
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T12:30:00Z,SEPPALA Tero,5,31,FIN,0+1,1,25:30.9
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T10:30:00Z,HAMMERSCHMIDT Maren,12,33,GER,1+0,1,21:36.3
Men 12.5km Pursuit,Arena am Rennsteig,2021-01-09T13:45:00Z,GARANICHEV Evgeniy,60,54,RUS,1+3+0+1,5,41:09.8
Women 4x6km Relay,Biathlon Stadium Hochfilzen,2020-12-12T10:45:00Z,PIDHRUSHNA Olena,25,7,UKR,0+0 0+2,0+2,1:09:17.6
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,HINZ Vanessa,26,45,GER,0+0+2+3,5,32:09.2
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T13:20:00Z,EBERHARD Julian,19,34,AUT,1+1,2,25:19.7
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,DOVZAN Miha,47,37,SLO,0+0+0+1,1,36:48.5
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,PERSSON Linn,14,39,SWE,2+1+1+2,6,32:26.8
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,HARJULA Tuomas,103,41,FIN,1+1,2,25:08.5
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,BEAUDRY Sarah,85,42,CAN,0+1,1,21:20.4
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,SEPPALA Tero,31,44,FIN,2+1+0+3,6,34:53.8
Women 10km Pursuit,Arena am Rennsteig,2021-01-09T11:45:00Z,FROLINA Anna,38,52,KOR,4+2+1+1,8,38:38.1
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,WEIDEL Anna,4,49,GER,0+0,0,26:25.2
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,FINELLO Jeremy,36,50,SUI,0+3,3,27:31.3
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,PUCHIANU Cornel,39,57,ROU,0+2,2,27:09.5
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,POLAND,66,12,POL,0+3 0+4,0+7,1:10:46.8
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,DOHERTY Sean,80,12,USA,0+0 0+1,0+1,1:26:08.6
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,SIMON Julia,21,59,FRA,4+1,5,24:44.6
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,EDER Mari,68,13,FIN,0+2 0+2,0+4,38:25.3
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,KIERS Trevor,91,68,CAN,3+1+0+1,5,55:06.0
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,RIEDER Christina,84,67,AUT,0+1+1+1,3,49:29.6
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,FEMLING Peppe,7,15,SWE,1+3 2+3,3+6,21:48.4
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,TACHIZAKI Fuyuko,82,16,JPN,0+1 0+3,0+4,16:11.7
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,RANTA Jaakko,49,16,FIN,0+1 1+3,1+4,57:52.5
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,HOJNISZ-STAREGA Monika,82,19,POL,0+1 0+0,0+1,Lapped
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,JAKOB Patrick,103,82,AUT,0+1,1,25:40.7
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,BANKES Megan,45,81,CAN,2+2,4,21:25.1
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,TSYMBAL Bogdan,80,86,UKR,1+2,3,24:52.4
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,PIDHRUSHNA Olena,81,88,UKR,1+3,4,21:00.0
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,HELDNA Robert,98,97,EST,0+2,2,26:14.6
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,NEDZA-KUBINIEC Andrzej,108,22,POL,2+3 0+1,2+4,19:07.3
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,HACHISUKA Asuka,99,96,JPN,0+2,2,21:56.7
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,ESTONIA,76,16,EST,2+8 0+3,2+11,1:12:47.5
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T12:30:00Z,LANGER Thierry,3,32,BEL,1+0,1,25:31.5
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T10:30:00Z,CHEVALIER-BOUCHET Anais,38,34,FRA,2+2,4,21:36.8
Men 12.5km Pursuit,Arena am Rennsteig,2021-01-09T13:45:00Z,VARABEI Maksim,45,55,BLR,1+0+2+2,5,41:20.0
Women 4x6km Relay,Biathlon Stadium Hochfilzen,2020-12-12T10:45:00Z,RUSSIA,16,8,RUS,0+4 1+4,1+8,1:09:55.3
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,GASPARIN Aita,37,46,SUI,0+2+1+1,4,32:11.6
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T13:20:00Z,KUEHN Johannes,81,35,GER,0+2,2,25:20.0
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,HIIDENSALO Olli,18,38,FIN,1+1+3+1,6,36:58.2
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,INNERHOFER Katharina,47,40,AUT,1+1+1+2,5,32:28.3
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,FEMLING Peppe,36,42,SWE,0+1,1,25:11.3
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,WEIDEL Anna,88,43,GER,0+1,1,21:21.4
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,DOHERTY Sean,51,45,USA,0+1+1+1,3,34:55.2
Women 10km Pursuit,Arena am Rennsteig,2021-01-09T11:45:00Z,SKOTTHEIM Johanna,58,53,SWE,0+3+0+1,4,39:01.4
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,GASPARIN Elisa,82,50,SUI,1+2,3,26:25.3
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,MUKHIN Alexandr,69,51,KAZ,0+1,1,27:34.0
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,MORAVEC Ondrej,51,58,CZE,2+0,2,27:10.8
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,ZBYLUT Kinga,67,12,POL,0+0 0+2,0+2,18:17.9
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,SLOVAKIA,86,13,SVK,0+3 0+7,0+10,1:27:25.9
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,SEMERENKO Vita,43,60,UKR,1+1,2,24:48.7
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,LEHTONEN Venla,69,13,FIN,0+1 0+2,0+3,58:31.2
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,TKALENKO Ruslan,12,69,UKR,3+0+0+1,4,55:13.2
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,LEHTONEN Venla,88,68,FIN,1+1+2+1,5,49:37.3
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,NELIN Jesper,8,15,SWE,0+0 0+3,0+3,41:04.5
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,MAEDA Sari,83,16,JPN,0+1 1+3,1+4,33:09.3
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,LAITINEN Heikki,50,16,FIN,0+0 1+3,1+3,1:18:38.3
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,ZUK Kamila,83,19,POL,0+3 0+3,0+6,17:22.7
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,MUKHIN Alexandr,30,83,KAZ,2+1,3,25:43.5
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,ANDERSSON Ingela,106,82,SWE,2+2,4,21:29.3
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,DUDCHENKO Anton,101,87,UKR,0+2,2,24:53.0
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,JANKA Erika,88,89,FIN,0+1,1,21:02.0
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,MAGAZEEV Pavel,31,98,MDA,3+2,5,26:40.1
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,MAKA Anna,109,22,POL,1+3 0+3,1+6,29:38.5
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,STREMOUS Alina,32,97,MDA,3+1,4,22:11.7
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,TOMINGAS Tuuli,77,16,EST,0+1 0+2,0+3,17:13.5
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T12:30:00Z,ELISEEV Matvey,4,33,RUS,0+0,0,25:33.4
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T10:30:00Z,COLOMBO Caroline,90,35,FRA,1+1,2,21:37.0
Men 12.5km Pursuit,Arena am Rennsteig,2021-01-09T13:45:00Z,MAGAZEEV Pavel,59,56,MDA,0+4+0+3,7,41:23.8
Women 4x6km Relay,Biathlon Stadium Hochfilzen,2020-12-12T10:45:00Z,PAVLOVA Evgeniya,17,8,RUS,0+0 0+1,0+1,17:09.1
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,DUNKLEE Susan,46,47,USA,3+0+0+1,4,32:19.3
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T13:20:00Z,RASTORGUJEVS Andrejs,23,36,LAT,3+0,3,25:21.1
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,GUZIK Grzegorz,55,39,POL,0+1+2+1,4,37:03.1
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,MAEDA Sari,60,41,JPN,0+1+1+0,2,32:29.0
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,GUIGONNAT Antonin,24,43,FRA,1+1,2,25:12.1
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,MINKKINEN Suvi,64,44,FIN,1+0,1,21:22.3
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,KUEHN Johannes,54,46,GER,0+1+1+2,4,35:14.5
Women 10km Pursuit,Arena am Rennsteig,2021-01-09T11:45:00Z,ZBYLUT Kinga,41,54,POL,1+3+2+2,8,39:47.0
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,BEAUDRY Sarah,65,51,CAN,0+0,0,26:27.1
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,HARJULA Tuomas,80,52,FIN,1+0,1,27:35.8
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,VARABEI Maksim,66,59,BLR,2+1,3,27:14.4
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,ZUK Kamila,68,12,POL,0+0 0+0,0+0,36:40.2
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,SIMA Michal,87,13,SVK,0+1 0+0,0+1,20:56.4
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,GHILENKO Alla,53,61,MDA,0+0,0,24:49.6
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,JANKA Erika,70,13,FIN,0+0 0+2,0+2,1:18:39.0
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,LANGER Thierry,10,70,BEL,0+0+3+2,5,55:19.0
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,CARRARA Michela,50,69,ITA,3+0+1+1,5,49:37.7
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,SAMUELSSON Sebastian,9,15,SWE,0+1 0+3,0+4,1:00:48.5
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,TANAKA Yurie,84,16,JPN,0+0 0+2,0+2,50:17.7
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,BULGARIA,116,17,BUL,0+7 4+6,4+13,1:20:15.7
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,GUZIK Grzegorz,84,19,POL,0+0 0+1,0+1,35:51.3
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,FEMLING Peppe,54,84,SWE,1+1,2,25:44.3
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,INNERHOFER Katharina,72,83,AUT,2+3,5,21:35.6
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,FLORE Raul Antonio,65,88,ROU,0+1,1,24:55.5
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,FROLINA Anna,44,90,KOR,1+3,4,21:09.9
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,MISE Edgars,70,99,LAT,2+0,2,26:57.8
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,NEDZA-KUBINIEC Andrzej,110,22,POL,1+3 0+0,1+3,42:22.9
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,DUNKLEE Susan,54,98,USA,3+3,6,22:12.3
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,TALIHAERM Johanna,78,16,EST,1+3 0+0,1+3,35:13.8
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T12:30:00Z,LOGINOV Alexander,8,34,RUS,0+3,3,25:37.0
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T10:30:00Z,LUNDER Emma,13,36,CAN,1+0,1,21:37.2
Men 12.5km Pursuit,Arena am Rennsteig,2021-01-09T13:45:00Z,NEDZA-KUBINIEC Andrzej,49,57,POL,0+0+1+3,4,41:54.8
Women 4x6km Relay,Biathlon Stadium Hochfilzen,2020-12-12T10:45:00Z,KAZAKEVICH Irina,18,8,RUS,0+1 1+3,1+4,35:20.8
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,MAGNUSSON Anna,50,48,SWE,2+2+1+0,5,32:21.3
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T13:20:00Z,BORMOLINI Thomas,70,37,ITA,0+1,1,25:24.0
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,SCHOMMER Paul,42,40,USA,1+0+2+1,4,37:06.6
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,PAVLOVA Evgeniya,51,42,RUS,1+0+2+1,4,32:38.3
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,LANGER Thierry,45,44,BEL,1+1,2,25:13.1
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,FIALKOVA Ivona,22,45,SVK,2+0,2,21:23.7
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,TRSAN Rok,52,47,SLO,0+1+0+1,2,35:21.0
Women 10km Pursuit,Arena am Rennsteig,2021-01-09T11:45:00Z,JANKA Erika,60,55,FIN,2+0+1+2,5,40:23.5
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,REID Joanne,64,52,USA,0+1,1,26:30.1
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,PIDRUCHNYI Dmytro,31,53,UKR,4+0,4,27:36.0
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,YALIOTNAU Raman,48,60,BLR,3+1,4,27:15.9
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,GUZIK Grzegorz,69,12,POL,0+2 0+1,0+3,53:39.2
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,HASILLA Tomas,88,13,SVK,0+2 0+2,0+4,42:59.7
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,PIDHRUSHNA Olena,45,62,UKR,2+1,3,24:55.5
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,POLAND,61,14,POL,0+6 1+6,1+12,1:19:50.5
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,WIESTNER Serafin,68,71,SUI,1+2+2+0,5,55:25.4
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,MACHYNIAKOVA Veronika,63,70,SVK,0+2+0+0,2,49:46.3
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,PONSILUOMA Martin,10,15,SWE,0+2 0+1,0+3,1:20:07.1
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,HACHISUKA Asuka,85,16,JPN,0+2 0+3,0+5,1:08:02.7
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,GERDZHIKOV Dimitar,117,17,BUL,0+3 0+0,0+3,19:34.6
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,JAKIELA Tomasz,85,19,POL,2+3 0+1,2+4,Lapped
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,HASILLA Tomas,64,85,SVK,2+1,3,25:45.5
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,JANKA Erika,82,84,FIN,1+1,2,21:35.8
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,JAKIELA Tomasz,74,89,POL,0+2,2,24:59.0
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,MAEDA Sari,62,91,JPN,3+2,5,21:13.2
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,BEAUVAIS Cesar,76,100,BEL,2+2,4,27:26.6
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,BULGARIA,126,23,BUL,0+10 2+8,2+18,43:07.7
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,ZADRAVEC Nina,88,99,SLO,1+2,3,22:24.2
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,LEHTLA Kadri,79,16,EST,1+3 0+0,1+3,53:57.1
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T12:30:00Z,SMOLSKI Anton,43,35,BLR,1+1,2,25:40.3
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T10:30:00Z,ZDOUC Dunja,30,37,AUT,0+0,0,21:38.0
Men 12.5km Pursuit,Arena am Rennsteig,2021-01-09T13:45:00Z,BIONAZ Didier,55,58,ITA,2+1+1+4,8,43:09.3
Women 4x6km Relay,Biathlon Stadium Hochfilzen,2020-12-12T10:45:00Z,KUKLINA Larisa,19,8,RUS,0+3 0+0,0+3,53:05.6
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,INNERHOFER Katharina,56,49,AUT,0+2+2+2,6,32:21.3
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T13:20:00Z,MORAVEC Ondrej,7,38,CZE,0+1,1,25:26.4
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,YALIOTNAU Raman,56,41,BLR,2+2+0+1,5,37:15.3
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,DZHIMA Yuliia,22,43,UKR,1+0+2+2,5,32:42.3
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,BAUER Klemen,17,45,SLO,0+1,1,25:13.3
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,DUNKLEE Susan,6,46,USA,1+1,2,21:25.1
